date,header,rating,content,Seat Type,Value For Money,Recommended,id,Seat Comfort,Cabin Staff Service,Food & Beverages,Inflight Entertainment,Type Of Traveller,Aircraft,Route,Date Flown,Ground Service,Wifi & Connectivity,airline_name,country
2019-09-24,"""Simply marvelous""",9,"✅ Trip Verified |  Tirupati to Pune via Bangalore. Traveled with few airline during visit to India this time. Found seating arrangement of IndiGo much more comfortable than others. The best part was, ground staff Nagraj at TIR airport was serving customer extraordinarily. I needed flexible info. for my return flight to Pune, and within short time he provided the same. Simply marvelous. Thanks IndoGo for serving your customer in this fashion.",Economy Class,4,yes,284,5,4,4,,Family Leisure,,Tirupati to Pune via Bangalore ,September 2019,5,,IndiGo,India
2019-09-26,"""Indigo is my first choice""",8,"✅ Trip Verified |  Jammu to Delhi. When LCC in Indian domestic route is concerned Indigo is my first choice and they are improving day by day. Last travelled August last week. Was traveling with only hand baggage so used check in kiosk for boarding pass, boarding started before time and so as departure  seats are okay, food and non alcoholic beverages are available on payment, courteous and helpful crew,. Arrived on time, a good experience.",Economy Class,4,yes,285,2,4,,,Solo Leisure,A320Neo,Jammu to Delhi,August 2019,4,,IndiGo,India
2019-09-26,"""great job with excellent service""",9,Not Verified |  Delhi to Goa. Fantastic experience. We were given free upgrade to exit row seats with lots of legroom. Thank you to Priya who did a great job with excellent service. This was our 3rd time with Indigo and it’s been a great experience each time.,Economy Class,5,yes,286,5,5,,,Couple Leisure,,Delhi to Goa,September 2019,5,,IndiGo,India
2019-10-09,"""this was a positive experience""",9,"✅ Trip Verified |  Udaipur to Cochin via Delhi. Well this was a positive experience. I knew what to expect so was prepared taking my own water and snacks. The plane arrived on time and as soon as passengers were off, we boarded. Very efficient. We left on time heading first to Delhi. We had a long 6 hour wait but had to change terminals which you do by bus. The bus takes about 30 mins. We prepaid three hours in the lounge (good idea). Again the flight departed on time. Food and drink was available on board at s reasonable price although we took our own. The seats are just pads over a formed plastic seat but for short flights not a problem. The price was great, arrived and left on time both times. Would be happy to fly with them again.",Economy Class,5,yes,287,4,5,,,Family Leisure,,Udaipur to Cochin via Delhi,September 2019,5,,IndiGo,India
2019-10-15,"""Seating quality is poor""",9,"✅ Trip Verified | Delhi to Patna with IndiGo. Positive First: Good Airline, worth the money for budget travelers and students. Good staff and management, runs on time. Negative Points: Seating quality is poor, no inflight entertainment service available.",Economy Class,5,yes,288,2,5,4,1,Family Leisure,A320,Delhi to Patna,March 2019,4,1,IndiGo,India
2019-10-16,"""you have to reach at 0405""",1,"✅ Trip Verified |  Delhi to Pune. My flight time was 0450 hrs, I reached the counter at 0410 but since you have to reach at 0405 they didn't let me board the plane, and I  missed my meeting. Never will book indigo again.",Economy Class,1,no,289,,,,,Business,,Delhi to Pune,October 2019,1,,IndiGo,India
2019-10-24,"""flight experience was good""",3,"✅ Trip Verified | Delhi to Kolkata. The flight experience was good but my luggage  holding straps were damaged, unable to carry it. I think luggage handling was very irresponsible.",Economy Class,3,no,290,1,3,4,3,Solo Leisure,,Delhi to Kolkata,October 2019,1,1,IndiGo,India
2019-10-27,"""missed the flight by 5-10 min""",5,"✅ Trip Verified |  Hyderabad to Ahmedabad. Generally good in terms of punctuality & service, I had a horrible experience when I missed the flight. They are not accomodating in such matters & charge you for rescheduling the same. In my case I had just missed the flight by 5-10 min. They now charged more than my original flight to reschedule it where I have to wait for 6 hours.I missed my flight due to cab strike in Hyderabad but it was not their responsibility! While one can argue that they did everything by the book, customer satisfaction was not at all their priority",Economy Class,3,no,291,2,,,,Solo Leisure,,Hyderabad to Ahmedabad,October 2019,3,,IndiGo,India
2019-10-30,"""flight without any hassle""",8,"✅ Trip Verified |  Delhi to Varanasi. An early morning flight without any hassle, departure, and arrival was on time. The landing was a bit rough considering normal weather conditions. The only thing which bothered me was the cleanliness of the plane.",Economy Class,5,yes,292,3,4,,,Family Leisure,A320-271N,Delhi to Varanasi,March 2019,4,,IndiGo,India
2019-11-13,"""delayed us more than an hour""",2,"✅ Trip Verified | I booked Kolhapur to Hyderabad via Delhi connecting flight. But in a day 3 times, the flight time changed and delayed us more than an hour. I recommend that never plan to fly with IndiGo if you have scheduled work. Indigo announcing that they are the on-time departure company and is a joke. We have a lot of options for our journey. For the good name in hospitality kindly correct yourself. Because of your unplanned schedule, all passengers are suffering a lot.",Economy Class,1,no,293,3,2,4,1,Business,,Kolhapur to Hyderabad via Delhi,November 2019,1,,IndiGo,India
2019-11-14,"""advise avoiding Indigo""",1,"Not Verified | Bangalore to Kolkata. Scheduled departure time was 19:20 PM. Till now it is delayed by 3 hours and still waiting. The same thing has happened from CCU to BLR flight. That time flight started on time at 05:25 AM from CCU but unfortunately, the flight landed at HYD instead of BLR due to low visibility. I would advise avoiding Indigo to all of you.",Economy Class,1,no,294,1,1,1,1,Business,,Bangalore to Kolkata ,November 2019,1,1,IndiGo,India
2019-11-21,"""Happy with the service provided""",10,✅ Trip Verified | New Delhi to Dehradun with IndiGo. Very superior staff around in here. Happy with the service provided by the airline and the ground staff as well. It has always been a pleasant journey. Great experience.,Economy Class,5,yes,295,4,5,5,5,Solo Leisure,,New Delhi to Dehradun,August 2019,5,5,IndiGo,India
2019-11-21,"""check-in was fairly nonchalant""",2,"✅ Trip Verified |  Doha to Kathmandu via Delhi. The staff in Doha assisted me very well but when I arrived in Delhi, was when the terrible experience started. After we got off from the flight, passenger with an onward journey to KTM were asked to just wait at the arrival gate exit without any explanation of why we have to wait and for how long we have to wait. We were held for about 20 minutes without enough seat there. At KTM airport, check-in was fairly nonchalant, again no smiles. And then the ground staff did a hurried security check for restricted items at the aircraft stairs which has been done already after emigration or they could have been done before we board the bus. The staff is asking the passengers to open our bags. ",Economy Class,2,no,296,2,3,,,Solo Leisure,A320,Doha to Kathmandu via Delhi,November 2019,1,,IndiGo,India
